Gene	Chr	Start	End	SNP	Pvalue	FINEMAP	SMR	Network	Overlap
THOC7	3	63819546	63849579	rs59971314	3.387e-09	FALSE	TRUE	FALSE	FALSE
ATXN7	3	63850233	63989138	rs59971314	3.387e-09	FALSE	FALSE	FALSE	FALSE
PSMD6	3	63996225	64009658	rs59971314	3.387e-09	FALSE	FALSE	FALSE	FALSE
PRICKLE2	3	64079543	64431152	rs59971314	3.387e-09	FALSE	FALSE	TRUE	FALSE
ROBO1	3	78646390	79816965	rs1399551	1.518e-11	FALSE	FALSE	TRUE	FALSE
BBX	3	107241783	107530171	rs167924	5.454e-10	FALSE	FALSE	FALSE	FALSE
PPP2R3A	3	135684515	135866733	rs10935184	1.154e-14	FALSE	FALSE	FALSE	FALSE
MSL2	3	135867764	135916083	rs10935184	1.154e-14	FALSE	FALSE	FALSE	FALSE
PCCB	3	135969148	136056738	rs10935184	1.154e-14	FALSE	TRUE	FALSE	FALSE
STAG1	3	136055077	136471220	rs10935184	1.154e-14	FALSE	FALSE	FALSE	FALSE
SLC35G2	3	136537489	136574734	rs10935184	1.154e-14	FALSE	FALSE	FALSE	FALSE
NCK1	3	136581050	136668665	rs10935184	1.154e-14	FALSE	FALSE	FALSE	FALSE
IL20RB	3	136665072	136729927	rs10935184	1.154e-14	FALSE	FALSE	FALSE	FALSE
OTOL1	3	161214596	161221730	rs13090130	3.214e-11	FALSE	FALSE	FALSE	FALSE
TBL1XR1	3	176737143	176915261	rs7648272	2.643e-08	FALSE	FALSE	FALSE	FALSE
PEX5L	3	179512746	179754841	rs62291002	2.039e-08	FALSE	FALSE	TRUE	FALSE
TTC14	3	180319918	180335616	rs62291002	2.039e-08	FALSE	FALSE	FALSE	FALSE
CCDC39	3	180320646	180588793	rs62291002	2.039e-08	FALSE	FALSE	FALSE	FALSE
FXR1	3	180585929	180700541	rs71312200	9.853e-18	FALSE	FALSE	TRUE	FALSE
DNAJC19	3	180701497	180707562	rs71312200	9.853e-18	FALSE	FALSE	FALSE	FALSE
PDE6B	4	619373	664571	rs35734242	1.363e-10	FALSE	FALSE	FALSE	FALSE
ATP5I	4	666225	668127	rs35734242	1.363e-10	FALSE	FALSE	FALSE	FALSE
MYL5	4	667369	675822	rs35734242	1.363e-10	FALSE	FALSE	FALSE	FALSE
MFSD7	4	675618	683230	rs35734242	1.363e-10	FALSE	FALSE	FALSE	FALSE
PCGF3	4	699537	764428	rs35734242	1.363e-10	TRUE	FALSE	FALSE	FALSE
CPLX1	4	778745	819986	rs35734242	1.363e-10	FALSE	FALSE	FALSE	FALSE
GAK	4	843064	926161	rs35734242	1.363e-10	FALSE	FALSE	FALSE	FALSE
PPARGC1A	4	23756664	23905712	rs4697446	3.424e-09	FALSE	FALSE	FALSE	FALSE
NAA11	4	80146848	80247204	rs28454198	9.555e-10	FALSE	FALSE	FALSE	FALSE
SNCA	4	90645250	90759466	rs356183	2.83e-09	FALSE	FALSE	FALSE	FALSE
MMRN1	4	90800683	90875780	rs356183	2.83e-09	FALSE	FALSE	FALSE	FALSE
BANK1	4	102332443	102995969	rs13107325	2.996e-23	FALSE	FALSE	FALSE	FALSE
SLC39A8	4	103172198	103352415	rs13107325	2.996e-23	TRUE	FALSE	FALSE	FALSE
NFKB1	4	103422486	103538459	rs13107325	2.996e-23	FALSE	FALSE	FALSE	FALSE
MANBA	4	103552660	103682151	rs13107325	2.996e-23	FALSE	FALSE	FALSE	FALSE
UBE2D3	4	103715540	103790053	rs13107325	2.996e-23	FALSE	FALSE	FALSE	FALSE
CISD2	4	103790135	103810399	rs13107325	2.996e-23	FALSE	TRUE	FALSE	FALSE
SLC9B1	4	103806205	103940896	rs13107325	2.996e-23	FALSE	TRUE	FALSE	FALSE
SLC9B2	4	103941025	104006986	rs13107325	2.996e-23	FALSE	FALSE	FALSE	FALSE
BDH2	4	104000592	104021040	rs13107325	2.996e-23	FALSE	FALSE	FALSE	FALSE
CENPE	4	104026963	104119566	rs13107325	2.996e-23	FALSE	FALSE	FALSE	FALSE
CXXC4	4	105389469	105416058	rs2905625	3.234e-08	FALSE	FALSE	FALSE	FALSE
NDST3	4	118954773	119179803	rs28521069	2.254e-09	FALSE	FALSE	FALSE	FALSE
INPP4B	4	142944313	143768585	rs7681616	3.652e-08	FALSE	FALSE	FALSE	FALSE
NPY2R	4	156129781	156138230	rs982012	4.715e-08	FALSE	FALSE	FALSE	FALSE
MAP9	4	156263810	156298122	rs982012	4.715e-08	FALSE	FALSE	FALSE	FALSE
TMEM192	4	165995574	166129701	rs7699241	5.701e-10	FALSE	FALSE	FALSE	FALSE
KLHL2	4	166128770	166244308	rs7699241	5.701e-10	FALSE	FALSE	FALSE	FALSE
MSMO1	4	166248775	166264312	rs7699241	5.701e-10	FALSE	FALSE	FALSE	FALSE
CPE	4	166282346	166419472	rs7699241	5.701e-10	FALSE	FALSE	FALSE	FALSE
SH3RF1	4	170015407	170192256	rs61405217	9.054e-12	FALSE	FALSE	FALSE	FALSE
NEK1	4	170314426	170533780	rs61405217	9.054e-12	FALSE	FALSE	FALSE	FALSE
CLCN3	4	170533784	170644824	rs61405217	9.054e-12	FALSE	TRUE	FALSE	FALSE
GPM6A	4	176554085	176923815	rs12498839	8.942e-16	TRUE	FALSE	FALSE	FALSE
WDR17	4	176986985	177103978	rs12498839	8.942e-16	FALSE	FALSE	FALSE	FALSE
MRPS30	5	44809027	44820530	rs10035564	1.398e-14	FALSE	FALSE	FALSE	FALSE
EMB	5	49692026	49739082	rs115037896	4.6e-10	FALSE	TRUE	FALSE	FALSE
PARP8	5	49961733	50142356	rs115037896	4.6e-10	FALSE	FALSE	FALSE	FALSE
PLK2	5	57749809	57756087	rs39967	6.044e-10	FALSE	FALSE	FALSE	FALSE
GAPT	5	57787262	57792917	rs39967	6.044e-10	FALSE	FALSE	FALSE	FALSE
RAB3C	5	57878048	58155213	rs39967	6.044e-10	FALSE	FALSE	TRUE	FALSE
ELOVL7	5	60047618	60140216	rs7709645	7.58e-19	FALSE	FALSE	FALSE	FALSE
ERCC8	5	60169658	60240900	rs7709645	7.58e-19	FALSE	FALSE	FALSE	FALSE
NDUFAF2	5	60240956	60448853	rs7709645	7.58e-19	FALSE	FALSE	FALSE	FALSE
SMIM15	5	60453536	60458301	rs7709645	7.58e-19	FALSE	FALSE	FALSE	FALSE
ZSWIM6	5	60628100	60841997	rs7709645	7.58e-19	FALSE	FALSE	FALSE	FALSE
HTR1A	5	63256183	63258334	rs12514660	4.988e-08	FALSE	FALSE	FALSE	FALSE
RNF180	5	63461671	63668696	rs12514660	4.988e-08	FALSE	FALSE	FALSE	FALSE
TMEM161B	5	87485450	87565293	rs7701188	9.306e-11	FALSE	FALSE	FALSE	FALSE
MEF2C	5	88013975	88199922	rs7701188	9.306e-11	FALSE	FALSE	TRUE	FALSE
EFNA5	5	106712590	107006596	rs252812	1.098e-09	FALSE	FALSE	FALSE	FALSE
MAN2A1	5	109025067	109205326	rs11241041	8.481e-11	TRUE	FALSE	FALSE	FALSE
WNT8A	5	137419581	137428054	rs187653	1.23e-11	FALSE	FALSE	FALSE	FALSE
NME5	5	137450866	137475132	rs187653	1.23e-11	FALSE	FALSE	FALSE	FALSE
BRD8	5	137475455	137514675	rs187653	1.23e-11	FALSE	FALSE	FALSE	FALSE
KIF20A	5	137514408	137523404	rs187653	1.23e-11	FALSE	FALSE	FALSE	FALSE
CDC23	5	137523339	137549032	rs187653	1.23e-11	FALSE	FALSE	FALSE	FALSE
GFRA3	5	137588068	137610360	rs187653	1.23e-11	FALSE	FALSE	FALSE	FALSE
CDC25C	5	137620954	137674044	rs187653	1.23e-11	FALSE	FALSE	FALSE	FALSE
FAM53C	5	137667624	137685416	rs187653	1.23e-11	FALSE	FALSE	FALSE	FALSE
KDM3B	5	137688285	137772717	rs187653	1.23e-11	FALSE	FALSE	FALSE	FALSE
REEP2	5	137774706	137782658	rs187653	1.23e-11	FALSE	FALSE	FALSE	FALSE
EGR1	5	137801179	137805004	rs187653	1.23e-11	FALSE	FALSE	FALSE	FALSE
ETF1	5	137841784	137878989	rs187653	1.23e-11	FALSE	FALSE	FALSE	FALSE
HSPA9	5	137890571	137911133	rs187653	1.23e-11	FALSE	FALSE	FALSE	FALSE
UBE2D2	5	138906016	139008018	rs9687282	3.341e-09	FALSE	FALSE	FALSE	FALSE
CXXC5	5	139026884	139063467	rs9687282	3.341e-09	FALSE	FALSE	FALSE	FALSE
PFDN1	5	139624624	139682706	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
HBEGF	5	139712428	139726216	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
SLC4A9	5	139739787	139754728	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
ANKHD1	5	139781399	139929163	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
ANKHD1-EIF4EBP3	5	139781493	139929154	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
SRA1	5	139916925	139937895	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
EIF4EBP3	5	139927251	139929163	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
APBB3	5	139937853	139973337	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
SLC35A4	5	139944041	139948688	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
CD14	5	140011313	140013286	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
NDUFA2	5	140018325	140027370	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
TMCO6	5	140019012	140024993	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
IK	5	140026643	140042064	rs246024	5.026e-10	FALSE	FALSE	TRUE	FALSE
WDR55	5	140044261	140053709	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
DND1	5	140050379	140053171	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
HARS	5	140052758	140071609	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
HARS2	5	140071011	140078889	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
ZMAT2	5	140078265	140086248	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
PCDHA1	5	140165876	140391929	rs246024	5.026e-10	FALSE	FALSE	TRUE	FALSE
PCDHA2	5	140174444	140391929	rs246024	5.026e-10	FALSE	TRUE	TRUE	TRUE
PCDHA3	5	140180783	140391929	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
PCDHA4	5	140186659	140391929	rs246024	5.026e-10	FALSE	FALSE	TRUE	FALSE
PCDHA5	5	140201222	140391929	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
PCDHA6	5	140207563	140391929	rs246024	5.026e-10	FALSE	FALSE	TRUE	FALSE
PCDHA7	5	140213969	140391929	rs246024	5.026e-10	FALSE	FALSE	TRUE	FALSE
PCDHA8	5	140220907	140391929	rs246024	5.026e-10	FALSE	TRUE	TRUE	TRUE
PCDHA9	5	140227048	140391929	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
PCDHA10	5	140235595	140391929	rs246024	5.026e-10	FALSE	FALSE	TRUE	FALSE
PCDHA11	5	140248689	140391929	rs246024	5.026e-10	FALSE	FALSE	TRUE	FALSE
PCDHA12	5	140255058	140391929	rs246024	5.026e-10	FALSE	FALSE	TRUE	FALSE
PCDHA13	5	140261793	140391929	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
PCDHAC1	5	140306302	140391929	rs246024	5.026e-10	FALSE	FALSE	TRUE	FALSE
PCDHAC2	5	140345820	140391936	rs246024	5.026e-10	FALSE	FALSE	TRUE	FALSE
PCDHB1	5	140430979	140433512	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
PCDHB2	5	140474227	140476962	rs246024	5.026e-10	FALSE	FALSE	TRUE	FALSE
PCDHB3	5	140480234	140483406	rs246024	5.026e-10	FALSE	FALSE	TRUE	FALSE
PCDHB4	5	140501581	140505201	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
PCDHB5	5	140514800	140517703	rs246024	5.026e-10	FALSE	FALSE	TRUE	FALSE
PCDHB6	5	140529683	140532868	rs246024	5.026e-10	FALSE	FALSE	FALSE	FALSE
PCDHB7	5	140552243	140555957	rs246024	5.026e-10	FALSE	FALSE	TRUE	FALSE
PCDHB8	5	140557371	140560081	rs246024	5.026e-10	FALSE	FALSE	TRUE	FALSE
PCDHB16	5	140560980	140565793	rs246024	5.026e-10	FALSE	FALSE	TRUE	FALSE
NMUR2	5	151771093	151812929	rs72802887	4.818e-14	FALSE	FALSE	FALSE	FALSE
FAM114A2	5	153369688	153418496	rs815609	6.128e-10	FALSE	TRUE	FALSE	FALSE
MFAP3	5	153418466	153600038	rs815609	6.128e-10	FALSE	FALSE	FALSE	FALSE
GALNT10	5	153570290	153800544	rs815609	6.128e-10	FALSE	FALSE	FALSE	FALSE
SGCD	5	155297354	156194799	rs12652777	8.703e-09	TRUE	FALSE	FALSE	FALSE
HIVEP1	6	12008995	12165232	rs9470670	2.743e-08	FALSE	FALSE	FALSE	FALSE
KLC4	6	43008515	43042837	rs6938026	2.54e-12	FALSE	FALSE	FALSE	FALSE
MRPL2	6	43021767	43027544	rs6938026	2.54e-12	FALSE	FALSE	FALSE	FALSE
PTK7	6	43044006	43129457	rs6938026	2.54e-12	FALSE	FALSE	TRUE	FALSE
SRF	6	43139037	43149243	rs6938026	2.54e-12	FALSE	FALSE	FALSE	FALSE
CUL9	6	43149913	43192325	rs6938026	2.54e-12	TRUE	TRUE	FALSE	FALSE
DNPH1	6	43193367	43197222	rs6938026	2.54e-12	FALSE	FALSE	FALSE	FALSE
TTBK1	6	43211418	43255997	rs6938026	2.54e-12	FALSE	FALSE	FALSE	FALSE
SLC22A7	6	43263432	43273276	rs6938026	2.54e-12	FALSE	FALSE	FALSE	FALSE
CRIP3	6	43267448	43276535	rs6938026	2.54e-12	FALSE	FALSE	FALSE	FALSE
ZNF318	6	43274872	43337216	rs6938026	2.54e-12	FALSE	FALSE	FALSE	FALSE
LGSN	6	63985856	64029882	rs9341835	3.167e-08	FALSE	FALSE	FALSE	FALSE
PTP4A1	6	64231666	64293492	rs9341835	3.167e-08	FALSE	FALSE	FALSE	FALSE
PHF3	6	64345725	64489229	rs9341835	3.167e-08	FALSE	FALSE	FALSE	FALSE
EYS	6	64429876	66417118	rs6925079	1.141e-09	TRUE	FALSE	FALSE	FALSE
ME1	6	83920108	84140797	rs217310	6.556e-11	FALSE	FALSE	FALSE	FALSE
PRSS35	6	84222194	84235423	rs217310	6.556e-11	FALSE	FALSE	FALSE	FALSE
SNAP91	6	84262599	84419410	rs217310	6.556e-11	TRUE	TRUE	FALSE	FALSE
FUT9	6	96463860	96663488	rs117178087	2.782e-08	FALSE	FALSE	FALSE	FALSE
LIN28B	6	105404923	105531207	rs221618	2.83e-08	FALSE	FALSE	FALSE	FALSE
FOXO3	6	108881038	109005977	rs9398171	2.015e-10	FALSE	FALSE	FALSE	FALSE
SLC16A10	6	111408781	111552397	rs9487653	2.513e-08	FALSE	FALSE	FALSE	FALSE
REV3L	6	111620234	111804918	rs9487653	2.513e-08	FALSE	FALSE	FALSE	FALSE
TRAF3IP2	6	111877657	111927481	rs9487653	2.513e-08	FALSE	FALSE	FALSE	FALSE
FYN	6	111981535	112194655	rs9487653	2.513e-08	FALSE	FALSE	TRUE	FALSE
SAMD3	6	130465460	130686570	rs7773962	3.377e-08	FALSE	FALSE	FALSE	FALSE
TMEM200A	6	130686879	130764208	rs7773962	3.377e-08	FALSE	FALSE	FALSE	FALSE
AIG1	6	143381633	143661441	rs9390083	1.172e-08	FALSE	FALSE	FALSE	FALSE
ADAT2	6	143743969	143771810	rs9390083	1.172e-08	FALSE	FALSE	FALSE	FALSE
UTRN	6	144606837	145174170	rs9390172	2.442e-08	FALSE	FALSE	FALSE	FALSE
GRM1	6	146348782	146758734	rs9322058	1.67e-09	TRUE	FALSE	FALSE	FALSE
RAB32	6	146864829	146876101	rs9322058	1.67e-09	FALSE	FALSE	FALSE	FALSE
ELFN1	7	1727755	1787590	rs58120505	1e-25	FALSE	FALSE	FALSE	FALSE
MAD1L1	7	1855429	2272878	rs58120505	1e-25	TRUE	FALSE	FALSE	FALSE
NUDT1	7	2281857	2290781	rs58120505	1e-25	FALSE	FALSE	FALSE	FALSE
SNX8	7	2291405	2393953	rs58120505	1e-25	FALSE	FALSE	FALSE	FALSE
EIF3B	7	2393721	2420380	rs58120505	1e-25	FALSE	FALSE	FALSE	FALSE
IQCE	7	2598632	2654368	rs7811528	3.08e-08	FALSE	FALSE	FALSE	FALSE
TTYH3	7	2671585	2704436	rs7811528	3.08e-08	FALSE	FALSE	TRUE	FALSE
AMZ1	7	2719156	2815134	rs7811528	3.08e-08	FALSE	FALSE	FALSE	FALSE
NXPH1	7	8473585	8792593	rs2349487	8.569e-09	TRUE	FALSE	FALSE	FALSE
SP4	7	21467652	21554440	rs6461561	6.802e-10	TRUE	FALSE	FALSE	FALSE
DNAH11	7	21582833	21941457	rs6461561	6.802e-10	FALSE	FALSE	FALSE	FALSE
MPP6	7	24612887	24733812	rs79210963	5.307e-12	FALSE	FALSE	FALSE	FALSE
DFNA5	7	24737972	24809244	rs79210963	5.307e-12	FALSE	FALSE	FALSE	FALSE
OSBPL3	7	24836158	25021253	rs79210963	5.307e-12	FALSE	FALSE	TRUE	FALSE
CALN1	7	71244476	71912136	rs2944821	6.309e-10	TRUE	FALSE	FALSE	FALSE
GNAI1	7	79763271	79848718	rs1589726	1.287e-09	FALSE	FALSE	TRUE	FALSE
GRM3	7	86273230	86494200	rs35274762	1.182e-16	FALSE	FALSE	FALSE	FALSE
KIAA1324L	7	86506222	86689015	rs35274762	1.182e-16	FALSE	FALSE	FALSE	FALSE
ABCB4	7	87031013	87109751	rs13233308	7.956e-10	FALSE	FALSE	FALSE	FALSE
ABCB1	7	87133175	87342611	rs13233308	7.956e-10	FALSE	FALSE	FALSE	FALSE
RUNDC3B	7	87256864	87461611	rs13233308	7.956e-10	FALSE	FALSE	FALSE	FALSE
SLC25A40	7	87462883	87505672	rs13233308	7.956e-10	FALSE	FALSE	FALSE	FALSE
DBF4	7	87505531	87538856	rs13233308	7.956e-10	FALSE	FALSE	FALSE	FALSE
ADAM22	7	87563458	87832204	rs13233308	7.956e-10	FALSE	FALSE	FALSE	FALSE
RELN	7	103112231	103629963	rs2299409	2.46e-08	FALSE	FALSE	FALSE	FALSE
ORC5	7	103766788	103848495	rs2299409	2.46e-08	FALSE	FALSE	FALSE	FALSE
LHFPL3	7	103969104	104549001	rs2057884	8.568e-14	FALSE	FALSE	FALSE	FALSE
KMT2E	7	104654626	104754808	rs2057884	8.568e-14	FALSE	FALSE	FALSE	FALSE
SRPK2	7	104751151	105039755	rs2057884	8.568e-14	FALSE	FALSE	TRUE	FALSE
PUS7	7	105080108	105162714	rs2057884	8.568e-14	FALSE	FALSE	FALSE	FALSE
IMMP2L	7	110303110	111202573	rs7803571	7.588e-15	TRUE	FALSE	FALSE	FALSE
LRRN3	7	110731062	110765510	rs7803571	7.588e-15	FALSE	FALSE	TRUE	FALSE
DOCK4	7	111366166	111846466	rs7803571	7.588e-15	FALSE	FALSE	FALSE	FALSE
GRM8	7	126078652	126893348	rs62479287	2.913e-08	FALSE	FALSE	FALSE	FALSE
CHCHD3	7	132469629	132766848	rs35531336	3.242e-09	FALSE	FALSE	FALSE	FALSE
EXOC4	7	132937829	133751342	rs35531336	3.242e-09	FALSE	FALSE	FALSE	FALSE
PTN	7	136912088	137028611	rs7779548	4.376e-20	FALSE	FALSE	FALSE	FALSE
DGKI	7	137065783	137531838	rs7779548	4.376e-20	FALSE	FALSE	FALSE	FALSE
KIAA1549	7	138516126	138666064	rs10243922	1.558e-08	TRUE	FALSE	TRUE	TRUE
TTC26	7	138818490	138876732	rs6946576	2.247e-08	FALSE	FALSE	FALSE	FALSE
UBN2	7	138915102	138992982	rs6946576	2.247e-08	FALSE	FALSE	FALSE	FALSE
C7orf55-LUC7L2	7	139025105	139108198	rs6946576	2.247e-08	FALSE	FALSE	FALSE	FALSE
LUC7L2	7	139026106	139107345	rs6946576	2.247e-08	FALSE	FALSE	TRUE	FALSE
KLRG2	7	139137436	139168458	rs6946576	2.247e-08	FALSE	FALSE	FALSE	FALSE
CSMD1	8	2792875	4852494	8:4180090_T_A	1.085e-11	TRUE	FALSE	FALSE	FALSE
CLDN23	8	8559448	8561616	rs6989793	2.848e-08	FALSE	FALSE	FALSE	FALSE
MFHAS1	8	8640864	8751155	rs6989793	2.848e-08	FALSE	FALSE	FALSE	FALSE
ERI1	8	8859657	8974256	rs6989793	2.848e-08	FALSE	FALSE	FALSE	FALSE
PPP1R3B	8	8993765	9009084	rs6989793	2.848e-08	FALSE	FALSE	FALSE	FALSE
TNKS	8	9413424	9639856	rs6989793	2.848e-08	FALSE	FALSE	FALSE	FALSE
MSRA	8	9911778	10286401	rs6989793	2.848e-08	FALSE	FALSE	FALSE	FALSE
PSD3	8	18384811	18942240	rs876983	7.434e-09	FALSE	FALSE	FALSE	FALSE
PPP2R2A	8	26149007	26230196	rs73219806	5.158e-14	FALSE	FALSE	FALSE	FALSE
BNIP3L	8	26240414	26363152	rs73219806	5.158e-14	TRUE	FALSE	FALSE	FALSE
PTK2B	8	27168999	27316903	rs73229090	1.746e-12	FALSE	FALSE	FALSE	FALSE
CHRNA2	8	27317279	27337400	rs73229090	1.746e-12	FALSE	FALSE	FALSE	FALSE
EPHX2	8	27348296	27403081	rs73229090	1.746e-12	FALSE	FALSE	FALSE	FALSE
CLU	8	27454434	27472548	rs73229090	1.746e-12	FALSE	FALSE	TRUE	FALSE
SCARA3	8	27491385	27534293	rs73229090	1.746e-12	FALSE	FALSE	FALSE	FALSE
CCDC25	8	27590835	27630170	rs73229090	1.746e-12	FALSE	FALSE	FALSE	FALSE
FUT10	8	33228342	33330940	rs79445414	1.103e-08	FALSE	FALSE	FALSE	FALSE
TTI2	8	33330904	33371119	rs79445414	1.103e-08	FALSE	FALSE	FALSE	FALSE
MAK16	8	33342268	33358778	rs79445414	1.103e-08	FALSE	FALSE	FALSE	FALSE
RNF122	8	33405273	33424643	rs79445414	1.103e-08	FALSE	FALSE	FALSE	FALSE
DUSP26	8	33448856	33457624	rs79445414	1.103e-08	FALSE	FALSE	FALSE	FALSE
ASH2L	8	37962760	38001594	rs59498392	2.075e-10	FALSE	FALSE	FALSE	FALSE
STAR	8	38001167	38008783	rs59498392	2.075e-10	FALSE	FALSE	FALSE	FALSE
LSM1	8	38020839	38034248	rs59498392	2.075e-10	FALSE	TRUE	FALSE	FALSE
BAG4	8	38034051	38070819	rs59498392	2.075e-10	FALSE	FALSE	FALSE	FALSE
DDHD2	8	38082736	38133076	rs59498392	2.075e-10	FALSE	TRUE	FALSE	FALSE
LETM2	8	38243725	38267045	rs59498392	2.075e-10	FALSE	FALSE	FALSE	FALSE
FGFR1	8	38268656	38326352	rs59498392	2.075e-10	FALSE	FALSE	FALSE	FALSE
C8orf86	8	38368352	38386180	rs59498392	2.075e-10	FALSE	FALSE	FALSE	FALSE
CA8	8	61099906	61193971	rs6471815	3.456e-10	FALSE	FALSE	FALSE	FALSE
BHLHE22	8	65492814	65496181	rs298216	2.095e-11	FALSE	FALSE	FALSE	FALSE
CYP7B1	8	65500320	65711318	rs298216	2.095e-11	FALSE	TRUE	FALSE	FALSE
MMP16	8	89044237	89340254	rs4043663	1.211e-11	FALSE	FALSE	FALSE	FALSE
KLF10	8	103661007	103668130	rs1434281	3.816e-09	FALSE	FALSE	FALSE	FALSE
TSNARE1	8	143293441	143484601	rs4129585	9.315e-20	TRUE	FALSE	FALSE	FALSE
ZNF707	8	144766622	144796068	rs7464611	4.288e-09	FALSE	FALSE	FALSE	FALSE
CCDC166	8	144788864	144790279	rs7464611	4.288e-09	FALSE	FALSE	FALSE	FALSE
MAPK15	8	144798429	144804628	rs7464611	4.288e-09	FALSE	FALSE	FALSE	FALSE
FAM83H	8	144806103	144815971	rs7464611	4.288e-09	FALSE	FALSE	FALSE	FALSE
SCRIB	8	144873090	144897549	rs7464611	4.288e-09	FALSE	FALSE	FALSE	FALSE
PUF60	8	144898514	144912029	rs7464611	4.288e-09	FALSE	FALSE	FALSE	FALSE
NRBP2	8	144915764	144924200	rs7464611	4.288e-09	FALSE	FALSE	FALSE	FALSE
EPPK1	8	144939497	144952632	rs7464611	4.288e-09	FALSE	FALSE	FALSE	FALSE
PLEC	8	144989321	145050902	rs7464611	4.288e-09	FALSE	FALSE	TRUE	FALSE
PTPRD	9	8314246	10612723	rs2890914	1.918e-08	TRUE	FALSE	TRUE	TRUE
GNE	9	36214438	36277053	rs2381411	4.493e-09	FALSE	FALSE	FALSE	FALSE
RNF38	9	36336393	36487545	rs2381411	4.493e-09	FALSE	FALSE	FALSE	FALSE
RORB	9	77112281	77308093	rs10781248	2.015e-08	FALSE	FALSE	FALSE	FALSE
TRPM6	9	77337411	77503010	rs10781248	2.015e-08	FALSE	FALSE	FALSE	FALSE
SPATA31D1	9	84603687	84610171	rs1319017	4.014e-08	FALSE	FALSE	FALSE	FALSE
C9orf129	9	96080481	96108696	rs6479494	1.177e-08	FALSE	FALSE	FALSE	FALSE
FAM120AOS	9	96208776	96215874	rs6479494	1.177e-08	FALSE	FALSE	FALSE	FALSE
FAM120A	9	96214004	96328397	rs6479494	1.177e-08	FALSE	FALSE	FALSE	FALSE
PHF2	9	96338689	96441869	rs6479494	1.177e-08	FALSE	FALSE	FALSE	FALSE
CORO2A	9	100883257	100954922	rs10985811	1.186e-09	FALSE	FALSE	TRUE	FALSE
TBC1D2	9	100961311	101017915	rs10985811	1.186e-09	FALSE	FALSE	FALSE	FALSE
GABBR2	9	101050391	101471479	rs10985811	1.186e-09	TRUE	FALSE	TRUE	TRUE
ZBTB43	9	129567285	129600489	rs13293831	1.924e-09	FALSE	FALSE	FALSE	FALSE
ZBTB34	9	129622944	129648157	rs13293831	1.924e-09	FALSE	FALSE	FALSE	FALSE
RALGPS1	9	129677053	129985445	rs13293831	1.924e-09	FALSE	FALSE	FALSE	FALSE
ANGPTL2	9	129849611	129885162	rs13293831	1.924e-09	FALSE	FALSE	FALSE	FALSE
GARNL3	9	129986544	130155939	rs13293831	1.924e-09	FALSE	FALSE	FALSE	FALSE
SET	9	131445703	131458679	rs6478858	2.57e-08	FALSE	FALSE	TRUE	FALSE
PKN3	9	131464802	131483197	rs6478858	2.57e-08	FALSE	FALSE	FALSE	FALSE
ZDHHC12	9	131483148	131486406	rs6478858	2.57e-08	FALSE	FALSE	FALSE	FALSE
ZER1	9	131492065	131534693	rs6478858	2.57e-08	FALSE	FALSE	FALSE	FALSE
TBC1D13	9	131549483	131572711	rs6478858	2.57e-08	FALSE	FALSE	FALSE	FALSE
ENDOG	9	131580753	131584956	rs6478858	2.57e-08	FALSE	FALSE	FALSE	FALSE
LRRC8A	9	131644391	131680318	rs6478858	2.57e-08	FALSE	FALSE	FALSE	FALSE
PHYHD1	9	131683174	131704320	rs6478858	2.57e-08	FALSE	FALSE	FALSE	FALSE
DOLK	9	131707809	131709898	rs6478858	2.57e-08	FALSE	FALSE	FALSE	FALSE
NUP188	9	131709978	131769375	rs6478858	2.57e-08	FALSE	FALSE	FALSE	FALSE
SH3GLB2	9	131769315	131790582	rs6478858	2.57e-08	FALSE	FALSE	FALSE	FALSE
DOLPP1	9	131843379	131852717	rs6478858	2.57e-08	FALSE	FALSE	FALSE	FALSE
CRAT	9	131857089	131873468	rs6478858	2.57e-08	FALSE	FALSE	FALSE	FALSE
IER5L	9	131937835	131940540	rs6478858	2.57e-08	FALSE	FALSE	FALSE	FALSE
