Bait	Interactor	IP	TimePoint	Labeling	Bait_logFC	Bait_FDR	Int_logFC	Int_FDR
CACNA1C	PLXNA4	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	0.925	0.001094852
CACNA1C	HLA-C	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.0385	0.001094852
CACNA1C	NTRK2	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	0.971	0.001068584
CACNA1C	EPHA3	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.0195	0.001038474
CACNA1C	IGHG2	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.196	0.000933692
CACNA1C	PCDHGB7	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.344	0.000826323
CACNA1C	PLXNA1	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	0.973	0.000798787
CACNA1C	TRIM21	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.082	0.00079023
CACNA1C	HADHA	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.034	0.000740785
CACNA1C	PTPRS	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.0085	0.000707462
CACNA1C	UNC5C	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.0115	0.000707462
CACNA1C	FLOT2	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.0405	0.000707462
CACNA1C	PTPRO	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.1865	0.000702774
CACNA1C	PCDHB2	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.081	0.000644424
CACNA1C	PON1	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.94	0.000644424
CACNA1C	ITM2B	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.513	0.0005892
CACNA1C	TGFBR1	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.0855	0.000566967
CACNA1C	SCN9A	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.1085	0.000539305
CACNA1C	SCN3A	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.1085	0.000539305
CACNA1C	UNK	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.1355	0.000525392
CACNA1C	PCDHB15	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.1275	0.000515518
CACNA1C	PCDHB5	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.147	0.000515518
CACNA1C	ALK	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.341	0.000515518
CACNA1C	PCDHGB4	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.352	0.000515518
CACNA1C	ICA1	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.37	0.000515518
CACNA1C	PCDHGB6	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.3875	0.000515518
CACNA1C	PTPRF	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.175	0.000500013
CACNA1C	EPHA7	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.3055	0.000500013
CACNA1C	PCDHGB5	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.285	0.000500013
CACNA1C	THBS1	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.8355	0.000500013
CACNA1C	APLP2	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.2105	0.000488572
CACNA1C	BTN2A1	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.2095	0.000488572
CACNA1C	NSG1	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.21	0.000488572
CACNA1C	NRP1	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.2335	0.000488572
CACNA1C	FBXW11	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.3115	0.000488572
CACNA1C	TFRC	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.3235	0.000488572
CACNA1C	PCDHA4	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.26	0.000488572
CACNA1C	XPR1	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.2555	0.000488572
CACNA1C	ICA1L	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.3205	0.000488572
CACNA1C	KIAA1024	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.3445	0.000488572
CACNA1C	HLA-A	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.273	0.000488572
CACNA1C	EPHA5	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.3545	0.000488572
CACNA1C	KIDINS220	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.34	0.000488572
CACNA1C	PCDHA12	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.2995	0.000488572
CACNA1C	ACVR2A	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.3065	0.000488572
CACNA1C	APLP1	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.3265	0.000488572
CACNA1C	PCDH18	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.45	0.000488572
CACNA1C	SYT11	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.3765	0.000488572
CACNA1C	P2RX3	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.3895	0.000488572
CACNA1C	C4A	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.4815	0.000488572
CACNA1C	MEF2C	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.381	0.000488572
CACNA1C	EPHA4	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.5045	0.000488572
CACNA1C	TRMT61B	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.4785	0.000488572
CACNA1C	ITM2C	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.5765	0.000488572
CACNA1C	JPH3	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.483	0.000488572
CACNA1C	CACNB3	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.5555	0.000488572
CACNA1C	NSG2	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.639	0.000488572
CACNA1C	APP	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.733	0.000488572
CACNA1C	JPH1	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.687	0.000488572
CACNA1C	CACNB1	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.7995	0.000488572
CACNA1C	TMEM132A	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.8435	0.000488572
CACNA1C	IL1RAP	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.842	0.000488572
CACNA1C	IGHG1	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.896	0.000488572
CACNA1C	HBB	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	1.8675	0.000488572
CACNA1C	SLC43A2	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	2.061	0.000488572
CACNA1C	TNFRSF21	CACNA1C_wk3_2	wk3	iTRAQ	1.671	0.000488572	2.214	0.000488572
CACNA1C	ATP9A	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.291	0.093423948
CACNA1C	RAB6B	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.324	0.093423948
CACNA1C	RAB4B	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.3505	0.093423948
CACNA1C	SFXN3	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.3135	0.090047178
CACNA1C	STX1A	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.3075	0.090047178
CACNA1C	SLC25A5	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.3145	0.090047178
CACNA1C	RAB35	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.3995	0.090047178
CACNA1C	NEDD4L	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.425	0.090047178
CACNA1C	RAB10	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.403	0.089701172
CACNA1C	GNB1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.4135	0.089701172
CACNA1C	RAB7A	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.3925	0.089352764
CACNA1C	CRABP1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.3185	0.089311026
CACNA1C	TTN	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.3315	0.089311026
CACNA1C	TTR	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.587	0.088825702
CACNA1C	STX1B	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.383	0.086113164
CACNA1C	RAB3A	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.418	0.086113164
CACNA1C	SLC25A1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.336	0.082537585
CACNA1C	RAB3C	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.381	0.082537585
CACNA1C	PCM1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.335	0.081847434
CACNA1C	PHB2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.369	0.080556626
CACNA1C	RAB14	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.3625	0.080106959
CACNA1C	RAB6A	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.4255	0.076179192
CACNA1C	ATP6V1F	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.3555	0.076168875
CACNA1C	TMEM55B	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.3965	0.073006926
CACNA1C	GNAO1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.4955	0.072978334
CACNA1C	SYT4	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.375	0.069838399
CACNA1C	SLC25A3	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.405	0.066523057
CACNA1C	ADGRL3	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.6	0.065478034
CACNA1C	CAMKV	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.4285	0.064019798
CACNA1C	CAMK2B	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.401	0.061861228
CACNA1C	HACD3	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.5225	0.060264904
CACNA1C	IGHG3	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.8045	0.060243133
CACNA1C	CAMK2D	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.4865	0.058987993
CACNA1C	CTNND2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.424	0.05697298
CACNA1C	SLC2A1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.4925	0.056565304
CACNA1C	CTNNA2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.4555	0.048848968
CACNA1C	ERLIN2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.4925	0.045512637
CACNA1C	DYNLL2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.582	0.045512637
CACNA1C	RAB5C	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.744	0.045512637
CACNA1C	ATP1B1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.658	0.045374038
CACNA1C	CAMK2G	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.532	0.043910966
CACNA1C	GNAQ	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.4865	0.043910966
CACNA1C	SPRY4	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.5025	0.043910966
CACNA1C	GNA11	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.5005	0.043424237
CACNA1C	CNTN1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.6025	0.043330155
CACNA1C	PLD3	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.703	0.043330155
CACNA1C	RAB5B	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.7245	0.043330155
CACNA1C	TAC1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.594	0.041406279
CACNA1C	GNAS	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.5475	0.034932649
CACNA1C	GNAI2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.8055	0.033127282
CACNA1C	L1CAM	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.5765	0.032277397
CACNA1C	EPHB2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.617	0.032277397
CACNA1C	STX12	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.7805	0.031137205
CACNA1C	SEMA4C	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.604	0.028936111
CACNA1C	CNTNAP1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.5895	0.028487718
CACNA1C	VAMP2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.679	0.027875065
CACNA1C	ATP2C1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.6255	0.027549156
CACNA1C	PCDHB15	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.701	0.027145314
CACNA1C	STXBP1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.6305	0.026675588
CACNA1C	IGSF3	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.7835	0.025928764
CACNA1C	ATP6V0A1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.629	0.025411444
CACNA1C	CACNA2D1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.7055	0.025411444
CACNA1C	PTPRA	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.6875	0.024044229
CACNA1C	ACSL4	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.697	0.024044229
CACNA1C	GNAI1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.709	0.023213795
CACNA1C	FYN	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.681	0.022468289
CACNA1C	GNAI3	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.7125	0.022306279
CACNA1C	EPHB1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.6845	0.021429636
CACNA1C	KIRREL3	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.682	0.021138054
CACNA1C	PTK7	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.7765	0.021138054
CACNA1C	PLXNA1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.7545	0.021138054
CACNA1C	PON1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.121	0.021138054
CACNA1C	ITFG1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.7035	0.020845553
CACNA1C	ATP2B4	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.8015	0.019857675
CACNA1C	NTRK2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.1185	0.019857675
CACNA1C	NSG2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.981	0.019857675
CACNA1C	PCDHB10	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.745	0.019639554
CACNA1C	PCDHB2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.8655	0.019639554
CACNA1C	HADHA	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.7805	0.019224244
CACNA1C	IL1RAP	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.7985	0.019224244
CACNA1C	ATP6V0D1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.828	0.019224244
CACNA1C	TMEM30A	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.1345	0.019224244
CACNA1C	THBS1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.649	0.017956108
CACNA1C	ASTN1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.885	0.016786122
CACNA1C	ROBO2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.3455	0.01650847
CACNA1C	PCDHB5	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.8145	0.015745528
CACNA1C	FLOT1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.825	0.015745528
CACNA1C	PCDH18	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.828	0.015745528
CACNA1C	NEO1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.838	0.015745528
CACNA1C	APLP2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.835	0.015745528
CACNA1C	ABCA1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.8275	0.015745528
CACNA1C	SYT5	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.951	0.015745528
CACNA1C	CNTNAP5	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.8715	0.015745528
CACNA1C	ISLR2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.91	0.015745528
CACNA1C	UNK	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.945	0.015745528
CACNA1C	PLXNA4	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.884	0.015745528
CACNA1C	HADHB	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.013	0.015745528
CACNA1C	ALK	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.903	0.015745528
CACNA1C	TRIM21	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.9095	0.015745528
CACNA1C	SLC43A2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.037	0.015745528
CACNA1C	ECEL1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.9385	0.015745528
CACNA1C	C4A	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.071	0.015745528
CACNA1C	ATP1A3	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.9525	0.015745528
CACNA1C	DAAM1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.9935	0.015745528
CACNA1C	NSG1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.954	0.015745528
CACNA1C	PCDHAC1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.958	0.015745528
CACNA1C	SCN3A	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.1	0.015745528
CACNA1C	VANGL2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.002	0.015745528
CACNA1C	FLOT2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	0.988	0.015745528
CACNA1C	RPL3L	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.081	0.015745528
CACNA1C	ATP2B3	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.02	0.015745528
CACNA1C	SLC4A8	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.106	0.015745528
CACNA1C	XPR1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.0	0.015745528
CACNA1C	UNC5C	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.0555	0.015745528
CACNA1C	ROBO1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.019	0.015745528
CACNA1C	ATP2B1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.0515	0.015745528
CACNA1C	PCDHA4	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.1635	0.015745528
CACNA1C	ADGRL2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.095	0.015745528
CACNA1C	ACVR2A	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.27	0.015745528
CACNA1C	EPHA7	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.2575	0.015745528
CACNA1C	SCN9A	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.157	0.015745528
CACNA1C	PTPRG	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.1415	0.015745528
CACNA1C	KIDINS220	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.199	0.015745528
CACNA1C	BMPR2	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.2435	0.015745528
CACNA1C	HLA-B	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.1705	0.015745528
CACNA1C	HLA-C	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.217	0.015745528
CACNA1C	SYT11	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.25	0.015745528
CACNA1C	PCDHA10	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.3165	0.015745528
CACNA1C	NRP1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.315	0.015745528
CACNA1C	TRMT61B	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.3505	0.015745528
CACNA1C	ACVR1B	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.2475	0.015745528
CACNA1C	PTPRS	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.2525	0.015745528
CACNA1C	HLA-A	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.2855	0.015745528
CACNA1C	PCDHGA3	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.563	0.015745528
CACNA1C	PCDHGB4	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.426	0.015745528
CACNA1C	ICA1L	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.3535	0.015745528
CACNA1C	EPHA3	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.368	0.015745528
CACNA1C	JAK1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.412	0.015745528
CACNA1C	PTPRF	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.3655	0.015745528
CACNA1C	KIAA1024	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.3165	0.015745528
CACNA1C	EPHA5	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.357	0.015745528
CACNA1C	PCDHGB6	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.5055	0.015745528
CACNA1C	NGFR	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.3735	0.015745528
CACNA1C	ITM2C	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.4715	0.015745528
CACNA1C	P2RX3	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.512	0.015745528
CACNA1C	CACNB3	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.4245	0.015745528
CACNA1C	LIFR	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.461	0.015745528
CACNA1C	DNER	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.54	0.015745528
CACNA1C	TMEM132A	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.6335	0.015745528
CACNA1C	APP	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.875	0.015745528
CACNA1C	ITM2B	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.81	0.015745528
CACNA1C	CACNB4	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.9085	0.015745528
CACNA1C	CACNB1	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.9085	0.015745528
CACNA1C	TFRC	CACNA1C_wk4_1	wk4	iTRAQ	1.79	0.015745528	1.9795	0.015745528
CACNA1C	GSK3B	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.11125	0.09808139454
CACNA1C	DYNC1LI1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.11225	0.09573817519
CACNA1C	PFN1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.11725	0.09367746695
CACNA1C	UPF3B	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.12275	0.09358850671
CACNA1C	HSP90AB1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.12425	0.0906917777
CACNA1C	PDE4B	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.11625	0.08780757092
CACNA1C	RPL7A	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.12025	0.08461753898
CACNA1C	FMR1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.11825	0.08196798164
CACNA1C	FLOT2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.12475	0.08196798164
CACNA1C	HSPA8	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.11975	0.08009963051
CACNA1C	RPN1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.12325	0.07934064943
CACNA1C	SLC25A6	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.13575	0.07762014384
CACNA1C	RPL10A	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.12125	0.07677318802
CACNA1C	RPLP2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.12525	0.07577119574
CACNA1C	CANX	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.12425	0.07127175478
CACNA1C	SET	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.18825	0.07116180296
CACNA1C	VDAC2	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.13175	0.0704127733
CACNA1C	NIPSNAP1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.14325	0.06971804871
CACNA1C	CRABP1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.13575	0.06555456904
CACNA1C	RPL30	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.13025	0.06517074999
CACNA1C	ARF1	CACNA1C_wk4_2	wk4	iTRAQ	1.02025	5.03e-06	0.12875	0.06517074999
